index	question	sentence	label
2125	@westendproducer @WhatsOnStage In a musical, the music department is quite unimportant.  #umitsaMUSICAL	 	1
2126	Love coming to school knowing I have tests all day	 	1
2127	Long time no see #long#along#time#times#no#see#me#you#i#your#say#hi#hello#want#wanna#to#meet @... http://t.co/qqQCi3faXa	 	0
2128	@avaskoog Caffeine free coffee? Yeah, I'll have that next time I have a slice of sugar-free cheesecake...  :P	 	2
2129	In desperate need of training partner(s) with the knowledge and insight of the infamous @StevePulcinella. Candidates apply within.	 	0
2130	*looks at blackboard*|*calls life alert*|Help my grades have fallen and they can't get up	 	0
2131	I tweeted about how dangerous Glasgow is, and a Glaswegian party venue followed me. #win	 	2
2132	because learning for the finals is fucking amazing.	 	1
2133	@Tbose_BestT   People who are drinking and driving  now please	 	0
2134	@EnduroFergus No! I rarely drink at all. Got a stomach bug :-(	 	0
2135	Some guy chattin shit to me on the bus saying I look like snoop dogg #KMT #again	 	0
2136	.@allanhawco Finally had a chance to watch Doyle finale. Thanks for 6 great seasons. Yes, I cried at the end...	 	0
2137	People who lie to me really help with my trust issues  #twittereantaboutlife	 	1
2138	H3N2 = Hospital Hard on #badincentives #flu #healthcare #finance #SPS	 	0
2139	I cared for 8 seconds, then I got distracted. 😂	 	2
2140	Explosions! Nicely done. Apparently, the Joker & I have a lot in common. That's...disconcerting. http://t.co/mRRqCWOAms #Batman #StarTrek	 	0
2141	Session at the local #1stPhoto #rektek #bmx #lookMamNoHands  #flying #fallingWithStyle http://t.co/TCx5cO9uPx	 	0
2142	Jesus. I am watching too much #TheNewsroom... Look at me getting all #SonyHack sermonising...	 	3
2143	Nose is stuffed.Awesome.	 	1
2144	@Suuzeeen Grabe! Affordable na Affordable	 	1
2145	@ajmaljami no, not negation. Sometimes, peace is achieved in a way that you accept to be content by a constant searing.	 	0
2146	Perty sunrise #fs100 timelapse of the mountain http://t.co/vy2BcAMSYA	 	0
2147	Well it's always a good time losing at the Bay... @lylestor11 @Lampi626 @bubbs11214	 	1
2148	I promote #EDM why would I add jazz? Some ppl will do anything 2b popular #SoObvious #WTF #AttentionWhore #keepitreal http://t.co/p3IVORI8k3	 	0
2149	@jowrotethis wow, Rickman really looks a lot different with blond hair.	 	0
2150	My grandma tells me she made raviolis to eat.. You know I yelled back "fuck you I don't want no ravioli nigga!!!"	 	0
2151	@LibyaLiberty @LinesnCircles you can't reason with someone with a bio as moronic as his. "So should everyone else" #SoDemocratic	 	1
2152	So excited for a whole new episode RHOA love this show!!!!!	 	0
2153	#take#a#deep#breath#it's#just#a#bad#day#a#bad#life http://t.co/YmnLzTNkpy	 	0
2154	Munro's facial expression is my facial expression right now😂😂 #But #I'm  #giving #up #on... http://t.co/ZINla0rapI	 	0
2155	@adamclanton,@LanceZierlein,wait..your followup to Ferguson/stereotyping talk is audio about a kid who wants to do "hood-rat" stuff?	 	2
2156	 to be an Ass but ohh Yeaa!!!! http://t.co/sf8jM2zpFD	 	0
2157	I'M NOT GONNA ASK YOU FOR FOLLOWING. Your own decision.	 	0
2158	@dep_fm I think that was the joke.	 	1
2159	It could be a Jihadist ?Hello!! It is Jihadist's Radical Islamists! TERRORISTS!|#sydneysiege #Daesh	 	0
2160	@MericaMcFreedom @Salon Because Bill makes too much money making speeches now and he's so honest :)	 	1
2161	Well today has just started off great.	 	1
2162	Just a friendly reminder! #motto #advice #you #are  #defined #by #your #past http://t.co/Wmpp8Iy3gW	 	0
2163	Aren't you just loving the snow?  #Stockport  http://t.co/JhG0LxAun5	 	1
2164	go subscribe @BoutItMen on youtube https://t.co/w0lhyDAexl for good music	 	0
2165	When that bish defollows you  #disney #belle #MoreFollowersPlease http://t.co/i549jbbPLK	 	3
2166	@BBCScotWeather |Horrible day in Cambuslang!  very Christmasy http://t.co/Vpni2l2CJZ	 	0
2167	@Giants ooooo touching myself to ODB he is the greatest Giants player to ever play the game... Screw that the best player ever!!	 	1
2168	SHAME ON JACKSONVILLE #JAGS AND #SHADKHAN. http://t.co/XyOZLexZnU -Do you think that #Police phobic #stooges l... http://t.co/B4yDmPoPmX	 	0
2169	At http://t.co/mjC7vaiyE0 -- The sun finally decided to play #beastside #tahiti  http://t.co/BiImkrtTn4	 	3
2170	@TBLightningFeed @RawCharge I sure hope ev1 vaccinations are up to date! #GoBolts @BoltsByTheBay @TBLightning @ThunderBugTBL	 	0
2171	So which beauty's can get me some followers then🙊	 	0
2172	Just booked me and my back a massage with @sharna_woodcock @back_physio hopefully stop it groaning over crimbo 👍🎅🎁🎅	 	0
2173	I can be mad at you for a matter of 15 min then I can't stand not talking to you.	 	0
2174	Always forget how good the F.E.A.R is by Ian Brown 🎧 #singingoutloud #TUNE	 	0
2175	@DEvanAltman was completely sensationalized. Inferring that Cubs weren't serious about winning until Wednesday is a joke.	 	0
2176	So excited for the Christmas party with the snobby side of my fammm	 	1
2177	@billisFPS @BFBulletin ikr!! This is not a true Battlefield game! :/|.|.|.|.||	 	1
2178	@LouisFarrakhan How do you propose to determine "sides"? I have both black and white family members. #racewar  #LoveNotWar	 	1
2179	okay back to studying for math final	 	0
2180	@Anajbbyy yesss! What makes it worse is when they look gorgeous and say "I just got my face beat!" Wtf?  #Contradiction	 	2
2181	Jack doesn't understand twitter. Thoughts?	 	0
2182	[Alaska #HipHop] Flowtronics: What's This World Coming To (Rizzle P, Boone Pratt, Token R...: http://t.co/LHsCMXRXNv via> @BoonePratt	 	0
2183	@sammiecurtis_ oh man. You will have to get everyone singing ready for when I'm in 😂	 	0
2184	Happy holidays from me and my boy Carl #lrs #holiday #party 😏😎😎🎄🎄 http://t.co/kzv9XGLWoz	 	0
2185	Thank you @angiegalifas for these amazing candles from the new series of @victoriassecret #atmosphere... http://t.co/JOhwVxVH0b	 	0
2186	Dissecting a rat first period is a great start to the day  🐁	 	1
2187	buzzing for school on monday..	 	1
2188	@JamaicaVaper @Hifistud @OutFrontCNN @CNN This has been my point all along, that TC is proving to be #ecigs best advertiser to teens.	 	1
2189	@Katerintree obvi because every Jesuit is a heretic  💁	 	1
2190	It's so much fun to drive a front wheel drive car in the snow	 	1
2191	@AK_aka_Amazing Aah yes rajneesh saab lol controversial figure he was	 	0
2192	Nowadays you can be everything somebody ever wanted and still get played** mxm men  all	 	0
2193	Drinking an Imperial IPA (2014-) by @GreenFlashBeer - http://t.co/IlJkEldUk4 #photo	 	0
2194	Lunch today. #fakelobster #lifestyleoftherichandfamous  #worldofswede http://t.co/a2ix7q4emC	 	1
2195	 "@LabourEoin Few politicians get importance of Patient Dignity &  right to die http://t.co/adKIDKNpID"	 	3
2196	#ff By ideiasdebolosdocesedelicias. Such a different twist to the regular #frozen cakes :) We love this one! ... http://t.co/WSuhWFyhUC	 	1
2197	@torrentfreak We should monitor them...	 	3
2198	@MistressBitchIn a Woman that puts a man in irons supports the irons!!!	 	2
2199	Filmmaker and writer Nicole Franklin is on Twitter @Nicoleedits. Pls follow. #EConvo #Film #Director	 	0
2200	@cozmando He'd be a perfect fit... or Beachy/Medlen.	 	0
2201	@Funny_Truth: Substitute For Chicken Nuggets http://t.co/jeja9wJYKu uhm no thanks	 	0
2202	@BillfromBendigo I'll just wait here :) :) :)	 	0
2203	Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍	 	0
2204	@mattyzee It's ok...thanks for telling me. Passed the idea on to a sydney friend :)	 	0
2205	Eeeek cinema date with the boo this weekend🙈💕	 	0
2206	to have a highway clean up section of highway. people expressed their freedom of speech @Steven_Swenson @ZombieTacTeam @Anan_VII	 	0
2207	#Ukraine's #President to #meet #Russian, #French, #German #leaders, #rules #out #offensive. http://t.co/6NdWMkAliM via @reuters	 	0
2208	I've definitely caught my sisters flu. Feeling a chesty cough brewing and it's the best start to the week. TGIM	 	1
2209	Air Passenger Duty for under 12s to be abolished. AT LAST! Something to help the homeless and impoverished! #AutumnStatement	 	1
2210	I always forget that many #activists and #radicals who are most earnest look back fondly to 1918 and 1793, not 1848 or 1789. #classwar	 	0
2211	@nasa ooh I can probably watch a replay or the #orion launch at some point? Oh wonderful. That's sooo exciting  #nothanks	 	1
2212	Love the fact that are school smells like a sewer. 😷😷😷😷	 	1
2213	@jpanimages Is it on display at any given time at Ryerson?	 	0
2214	day 3 : sun|but it's not sunny today ☁|#DecemberPhotoChallenge #france #sun #or  #today #day3... http://t.co/3VwAoBdXQM	 	0
2215	#JeremyNortham there, insulting Piano's and songs. Shut the fuck up man. Bet you thought you were #epic.... #GosfordPark.	 	1
2216	just exactly how I wanted to start my day!!!  #shitty	 	1
2217	@mobyhump :)) thank you so much. Such a generous display of kindness from your side.	 	0
2218	When u callin I'm tappin lol  sorry	 	1
2219	I know for a fact Sam is not gonna be in school today and that really is just the cherry on top of a perfect monday.	 	1
2220	It's a Christmas miracle!|| http://t.co/3X7cxklIPu	 	1
2221	work should be fun today 😒	 	1
2222	the  that the #euphemism #CoerciveControl was #coined by a #MAN but is now #lovingly #appropriated by the #radical #feminist #agenda	 	2
2223	My bed time stories are awesome  #theyllgiveyounightmares #ohwell #youaskedforit	 	1
2224	thankful our stat teacher is dropping the lowest quiz @cupofjavi #lifesaved	 	1
2225	This sounds like loads of fun...  Snow, freezing drizzle, rain, 110km/h winds... http://t.co/FEa4pvMWLc	 	1
2226	@HarryS64 @Dale_Harris14 @rioferdy5 Well done. You have more Twitter followers than me. You have succeeded in life	 	1
2227	Still up at 4 , work at 11 is gonna be prime	 	1
2228	@Iron_Spike RT @randal_olson: Baby name . #dataviz||Source: http://t.co/jCRsUrSVlD http://t.co/bcVZIGFNks	 	0
2229	Let's just not pretend for once. .	 	0
2230	What is the most important thing that you should do today? -- Breathe. http://t.co/Xp3nNJQMHW	 	0
2231	Just seen 3 bikes on bikes.	 	2
2232	@PeterEgan6 Happy Christmas to you + yours. May 2015 bring good health, happiness, every success and all you wish yourselves.	 	0
2233	I love being on hold. Especially when the music is so great.	 	1
2234	Peshawar school massacre: Pak must know their greater enemy is terrorism, not India.#Peshawarattack	 	0
2235	Of course one of my lecturers happened to be at the bar/restaurant we are at for my birthday meal...	 	0
2236	@DlSCORD @FoxNews Hates his anti-American/anti-Constitution policies and actions. Fixed it for you.	 	0
2237	Guess its just me, brett and my mom this year. Gotta love my family!	 	1
2238	@HaadeaP the word itself is a mockery .... Bae ...like abey 😣	 	0
2239	@SR_Duncan I think you should go get checked out	 	0
2240	@farinhaaaaaa becauseeee I miss youu  coffee later?	 	1
2241	@vikramchandra @ndtv #IndiawithPakistan but it can never be other way round	 	3
2242	http://t.co/yvziKeKAvT #TeenAnalCasting #She She sucked me dry!	 	0
2243	And it's freezing, yay!  http://t.co/McQJBgNY1E	 	1
2244	Backs killing me today 😬 #tramadol	 	0
2245	I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times	 	2
2246	2AM on Christmas Day, and we're heating up Pizza and Breadsticks. #theboysarebackintown http://t.co/4PNPfk28LZ	 	0
2247	Beautiful day	 	1
2248	"#NYPD did  comment 4 this or provide its own internal #statistics w/|🚓 involved 💀s & the info has not been given 2 the FBI since 2006."	 	0
2249	Those mini naps I had all night between sneezing, coughing and blowing my nose were super restful.  #fluday4	 	1
2250	#kimk dress style!!! @love s it or ? #balenciaga #kimkardashianwest #kimkardashian #vestito #moda #2014 #go... http://t.co/pS7ynPlSjE	 	0
2251	@garciasn @BringMeTheNews aren't most legislators' list of legislative accomplisments the past 8 years short?	 	0
2252	@dukeblueplanet @CoachKaman The number 2 play was awesome.	 	1
2253	Drawing with my little girl... Still can't believe she can draw this good!!!! #drawing #daughter... http://t.co/v1IOa07YLB	 	0
2254	Downplaying social media but using a hashtag? #givepresence	 	2
2255	@theTiser @JulieBishopMP journalism at its best	 	1
2256	Loadshedding again! eissh Wonder if Eskom & Cell C have partnered up? Both get paid but their services suck!!#dialinginthedark	 	0
2257	@telur_o_telur after I went to Europe	 	0
2258	Us Looking Sexy  #MehRockingMyBluMonsoonT-shirt	 	1
2259	check it out! http://t.co/AMtMNUl9YN	 	0
2260	@Sheriff1972 @SteveMay_UK Will probably get to write more about the show by doing so ...	 	1
2261	Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys	 	0
2262	This is great...	 	1
2263	Welcome to metro RT @BallardHSSports: "Thanks to Seattle Prep for finally removing their starters up 34 with 3:30 left. "	 	1
2264	Haha love when I accidentally spray perfume in my eye 🙆	 	1
2265	@RealGilbert I just did it. What's the prize?	 	0
2266	2015 prediction: Putin ditches the Ruble and adopts Bitcoin	 	0
2267	Sarcasm is the only thing i like.  #sarcasticbitch	 	0
2268	The long commute to work;  for this #KeyboardCowboy #anyonecancode @codeorg http://t.co/g6ZlQIdHm7	 	0
2269	I keep seeing "we need to build a global society".Personally, I'd rather have our "American Society" back. #tcot #EricGarner #Ferguson	 	0
2270	Why must I pay more for car insurance when I don't have to? Don't get ripped off - trust GoSkippy http://t.co/eCmZ806Q44	 	0
2271	@richardjuan malay mo. its his real name haha. but still nice joke about na richard two. bagong bago  hahahhaah JK	 	1
2272	I'll tell you what, those CEACCP books make a cracking bonfire, don't they? #frca #freedom	 	0
2273	Shhhhhh...nobody move...they're playing a NON-electronic game together...NICELY!!!... http://t.co/CDi4lt9Y08	 	0
2274	This is a song??? Awful!! http://t.co/5wBneRXGQF	 	0
2275	What a shock. Duke Johnson is hurt in an important game.  #canes	 	1
2276	My FIVE days of #Christmas shared.. #infosec  #hirefriday #humor http://t.co/xim9RZWvi9	 	0
2277	@hirefrank @MTA OMG want one, but I have EasyPay Express. This would mean I would only use it to ride PATH.	 	3
2278	I'm so different when I'm back home... I blame the work crew #rowdy #banter  #toomuchlove #360family	 	1
2279	Dear Next Person that seeks to educate me on anything PLEASE be very educated themselves, which means knowing multiple points of view http:...	 	0
